ID,FECHA,TITULO,CUERPO,CONTENIDO,KEYWORD,LANGUAGE,FUENTE,SENTIMIENTO,TOPIC,debug_Legitimación_sociopolítica,debug_Efectividad_percibida,debug_Justicia_y_equidad_percibida,debug_Confianza_y_legitimidad_institucional,debug_Marcos_discursivos_dominantes
1315A2C2B899EF61,2026-02-16,,,"PPVOX quieren prohibir la utilización del burka y niqab en los espacios públicos y, yo me pregunto si tambien pedirán la prohibición de",prohibición burka espacios públicos,Castellano,BlueSky,-1,prohibicion burka espacios públicos,1,0,0,0,1
9E47D271E2BF3F00,2026-02-16,,,"Lo de la prohibición de los nazis (pp/vox) del burka y el nicab en espacios públicos.

Mañana votan la ""Toma en consideración"", no que se apruebe. Pero aunque salga ese paso, su aprobación definitiva no es constitucional. La vestimenta es libertad de expresión y, por tanto, un ""Derecho Fundamental"".",prohibición burka espacios públicos,Castellano,BlueSky,-1,prohibición burka espacios públicos,1,0,1,0,1
F7C687BD362E352B,2026-02-17,,,La prohibición del burka y el niqab en los espacios públicos decae por el rechazo de Juntsabc.es/sociedad/prohibicion-…a través de@ABC_Sociedad,prohibición burka espacios públicos,Castellano,X (Twitter),-1,prohibicion burka espacios públicos,2,2,2,2,2
996A8617A2C38B8B,2026-02-17,,,"❌ PP y Vox reclaman al Gobierno la prohibición del burka en los espacios públicos de España 

➡️ La izquierda ha recocido que el velo integral islámico somete a las mujeres pero han rechazado la propuestalarazon.es/espana/vox-reclam…",prohibición burka espacios públicos,Castellano,X (Twitter),-1,prohibición burka espacios públicos,1,0,1,0,1
057A88CD721EC968,2026-02-17,"🤝 PP y Vox encuentran en el burka su primera vía de entendimiento

Los populares apoyarán la medida mientras continúan las negociaciones autonómicas

✍️ Informa@_Carlos_Mullorabc.es/espana/pp-apoyara-pro…",,"➡️ La prohibición del burka y el niqab en los espacios públicos decaerá por el rechazo de Junts 

✍️ Por@gregoriacarodabc.es/sociedad/prohibicion-…",prohibición burka espacios públicos,Castellano,X (Twitter),-1,prohibición burka espacios públicos,1,0,1,0,1
057A88CD721EC968,2026-02-17,,,🔴#ÚLTIMAHORALa prohibición del burka y el niqab en los espacios públicos decae por el rechazo de Juntsabc.es/sociedad/prohibicion-…,prohibición burka espacios públicos,Castellano,X (Twitter),-1,prohibición burka espacios públicos,2,2,2,2,2
17F21A233D511C56,2026-02-17,,,La prohibición del burka y el niqab en los espacios públicos decaerá por el rechazo de Juntsabc.es/sociedad/prohibicion-…,prohibición burka espacios públicos,Castellano,X (Twitter),-1,prohibición burka espacios públicos,2,2,2,2,2
BCB65FF3589CA66F,2026-02-18,,,La prohibición del burka y el niqab en los espacios públicos decae por el rechazo de Juntsabc.es/sociedad/prohibicion-…vía@ABC_Sociedad,prohibición burka espacios públicos,Castellano,X (Twitter),-1,prohibicion burka espacios públicos,2,2,2,2,2
BC02D681F7654680,2026-02-17,"El CONGRESO RECHAZA la PROHIBICIÓN del BURKA, que solo ha RECIBIDO el APOYO de PP y VOX | RTVE","Vox y PP han sido las únicas formaciones que han votado a favor este martes en el Congreso para prohibir el burka y el uso del velo en espacios públicos. La proposición de ley la ha traído la ultraderecha a la Cámara Baja y se ha encontrado con un gran rechazo en el hemiciclo, incluido Junts per Catalunya, que ha presentado su propia propuesta al respecto. En total, la norma ha recabado el apoyo de 170 votos (PP y Vox), 177 votos en contra y una abstención.

Fuentes de Junts han explicado que ""nunca"" han votado a favor de una propuesta de Vox en el Congreso porque esta formación es un ""partido político anticatalán, antifeminista y contra los derechos humanos y que ha liderado la represión contra Cataluña"". Además, ha señalado que la iniciativa de los de Santiago Abascal no pasaría ""ni un solo filtro europeo"" porque, ha afirmado, ""está muy mal hecha"".

""El posicionamiento de Junts es clarísimo: Ni burka, ni Vox"", ha dicho la portavoz de Junts, Míriam Nogueras, desde la tribuna del Congreso. ""La ley de Vox no pasa ni un solo filtro europeo, por lo tanto, no se podría aplicar. En cambio, la ley de Junts, la que hemos registrado, prohíbe el burka, prohíbe los velos integrales en general, responde a los valores que tenemos en Cataluña y también pasa los filtros europeos"", ha insistido Nogueras. La norma también se ha registrado en el Senado.

El proyecto de ley registrado por Junts cuenta con un único artículo y defiende también la prohibición del burka y del uso del velo islámico o niqab en espacios públicos, en la misma línea de otra iniciativa que defendieron en el Parlament, pero fue tumbado por ""Vox, Podemos y PP"".

Según consta en la proposición de ley de Junts, los velos integrales funcionan ""como un instrumento de invisibilización"" de las mujeres en los espacios públicos, proyectando un mensaje ""incompatible"" con la idea de igualdad, pues convierten a la mujer en ""una presencia negada o condicionada"".

Por ello, plantea prohibir los elementos que cubran el rostro, pero quedan excluidos los que sean necesarios por motivos de salud o los recogidos en la normativa de riesgos laborales. Fuentes de Junts sostienen que ""es una ley calcada a la de otros países europeos"" y añaden que ""poco hay que negociar"".

Las mismas fuentes precisan, además, que en esta ley no se proponen sanciones porque incumprirla ya estaría tipificado como desobediencia.

Desde Vox, la portavoz parlamentaria, Pepa Millán, ha considerado que si Junts vota en contra es porque ""está a favor de la islamización de Cataluña"". ""Esto se lo tendrán que explicar a los catalanes que están sufriendo esa sustitución poblacional con la que tanto orgullo alardeaban en Podemos, que querían llevar a cabo"", ha afirmado en una rueda de prensa en la Cámara Baja.

Para Millán, Junts es el ""colaborador necesario"" para la teoría del reemplazo en Cataluña y ha advertido que se trata de una región que ""ya de por sí sufre las secuelas y las consecuencias de ese multiculturalismo impuesto por el PSOE"". ""Nosotros estamos en contra y no hacemos las cosas porque vayan a dar los números"", ha subrayado.

Además, ha rechazado que la propuesta de la formación independentista catalana sea ""coincidente"" con la de Vox porque entonces votaría a favor, y ha considerado que los de Carles Puigdemont ""se mueven en el cálculo electoral"".

#congreso #burka #niqab #pleno #pp #vox #junts #ultimahora #news #LiveNews #StreamingNews #envivo #españa #noticiasenespañol #noticias 

👉👉 Más noticias: https://www.rtve.es/noticias

➤SUSCRÍBETE a RTVE Noticias en YouTube: https://bit.ly/2WtyvUx
✔️Síguenos en Instagram: https://www.instagram.com/rtvenoticias/ 
✔️Síguenos en Twitter: https://twitter.com/rtvenoticias
✔️Síguenos en Facebook: https://www.facebook.com/RTVENoticias/","Una imposición no podrá ser nunca ""libertad"" religiosa.. es un sofisma de manual.. M1erda de Gobierno..",prohibición burka espacios públicos,Castellano,Youtube,-1,prohibición burka espacios públicos,1,-1,-1,-1,0
684D68812556D3DC,2026-02-17,"El CONGRESO RECHAZA la PROHIBICIÓN del BURKA, que solo ha RECIBIDO el APOYO de PP y VOX | RTVE","Vox y PP han sido las únicas formaciones que han votado a favor este martes en el Congreso para prohibir el burka y el uso del velo en espacios públicos. La proposición de ley la ha traído la ultraderecha a la Cámara Baja y se ha encontrado con un gran rechazo en el hemiciclo, incluido Junts per Catalunya, que ha presentado su propia propuesta al respecto. En total, la norma ha recabado el apoyo de 170 votos (PP y Vox), 177 votos en contra y una abstención.

Fuentes de Junts han explicado que ""nunca"" han votado a favor de una propuesta de Vox en el Congreso porque esta formación es un ""partido político anticatalán, antifeminista y contra los derechos humanos y que ha liderado la represión contra Cataluña"". Además, ha señalado que la iniciativa de los de Santiago Abascal no pasaría ""ni un solo filtro europeo"" porque, ha afirmado, ""está muy mal hecha"".

""El posicionamiento de Junts es clarísimo: Ni burka, ni Vox"", ha dicho la portavoz de Junts, Míriam Nogueras, desde la tribuna del Congreso. ""La ley de Vox no pasa ni un solo filtro europeo, por lo tanto, no se podría aplicar. En cambio, la ley de Junts, la que hemos registrado, prohíbe el burka, prohíbe los velos integrales en general, responde a los valores que tenemos en Cataluña y también pasa los filtros europeos"", ha insistido Nogueras. La norma también se ha registrado en el Senado.

El proyecto de ley registrado por Junts cuenta con un único artículo y defiende también la prohibición del burka y del uso del velo islámico o niqab en espacios públicos, en la misma línea de otra iniciativa que defendieron en el Parlament, pero fue tumbado por ""Vox, Podemos y PP"".

Según consta en la proposición de ley de Junts, los velos integrales funcionan ""como un instrumento de invisibilización"" de las mujeres en los espacios públicos, proyectando un mensaje ""incompatible"" con la idea de igualdad, pues convierten a la mujer en ""una presencia negada o condicionada"".

Por ello, plantea prohibir los elementos que cubran el rostro, pero quedan excluidos los que sean necesarios por motivos de salud o los recogidos en la normativa de riesgos laborales. Fuentes de Junts sostienen que ""es una ley calcada a la de otros países europeos"" y añaden que ""poco hay que negociar"".

Las mismas fuentes precisan, además, que en esta ley no se proponen sanciones porque incumprirla ya estaría tipificado como desobediencia.

Desde Vox, la portavoz parlamentaria, Pepa Millán, ha considerado que si Junts vota en contra es porque ""está a favor de la islamización de Cataluña"". ""Esto se lo tendrán que explicar a los catalanes que están sufriendo esa sustitución poblacional con la que tanto orgullo alardeaban en Podemos, que querían llevar a cabo"", ha afirmado en una rueda de prensa en la Cámara Baja.

Para Millán, Junts es el ""colaborador necesario"" para la teoría del reemplazo en Cataluña y ha advertido que se trata de una región que ""ya de por sí sufre las secuelas y las consecuencias de ese multiculturalismo impuesto por el PSOE"". ""Nosotros estamos en contra y no hacemos las cosas porque vayan a dar los números"", ha subrayado.

Además, ha rechazado que la propuesta de la formación independentista catalana sea ""coincidente"" con la de Vox porque entonces votaría a favor, y ha considerado que los de Carles Puigdemont ""se mueven en el cálculo electoral"".

#congreso #burka #niqab #pleno #pp #vox #junts #ultimahora #news #LiveNews #StreamingNews #envivo #españa #noticiasenespañol #noticias 

👉👉 Más noticias: https://www.rtve.es/noticias

➤SUSCRÍBETE a RTVE Noticias en YouTube: https://bit.ly/2WtyvUx
✔️Síguenos en Instagram: https://www.instagram.com/rtvenoticias/ 
✔️Síguenos en Twitter: https://twitter.com/rtvenoticias
✔️Síguenos en Facebook: https://www.facebook.com/RTVENoticias/",Cosas de Z U R D O s s 🥀🥀🥀,prohibición burka espacios públicos,Castellano,Youtube,-1,prohibición burka espacios públicos,2,0,0,0,2
23C6CECDD0E1D724,2026-02-17,"El CONGRESO RECHAZA la PROHIBICIÓN del BURKA, que solo ha RECIBIDO el APOYO de PP y VOX | RTVE","Vox y PP han sido las únicas formaciones que han votado a favor este martes en el Congreso para prohibir el burka y el uso del velo en espacios públicos. La proposición de ley la ha traído la ultraderecha a la Cámara Baja y se ha encontrado con un gran rechazo en el hemiciclo, incluido Junts per Catalunya, que ha presentado su propia propuesta al respecto. En total, la norma ha recabado el apoyo de 170 votos (PP y Vox), 177 votos en contra y una abstención.

Fuentes de Junts han explicado que ""nunca"" han votado a favor de una propuesta de Vox en el Congreso porque esta formación es un ""partido político anticatalán, antifeminista y contra los derechos humanos y que ha liderado la represión contra Cataluña"". Además, ha señalado que la iniciativa de los de Santiago Abascal no pasaría ""ni un solo filtro europeo"" porque, ha afirmado, ""está muy mal hecha"".

""El posicionamiento de Junts es clarísimo: Ni burka, ni Vox"", ha dicho la portavoz de Junts, Míriam Nogueras, desde la tribuna del Congreso. ""La ley de Vox no pasa ni un solo filtro europeo, por lo tanto, no se podría aplicar. En cambio, la ley de Junts, la que hemos registrado, prohíbe el burka, prohíbe los velos integrales en general, responde a los valores que tenemos en Cataluña y también pasa los filtros europeos"", ha insistido Nogueras. La norma también se ha registrado en el Senado.

El proyecto de ley registrado por Junts cuenta con un único artículo y defiende también la prohibición del burka y del uso del velo islámico o niqab en espacios públicos, en la misma línea de otra iniciativa que defendieron en el Parlament, pero fue tumbado por ""Vox, Podemos y PP"".

Según consta en la proposición de ley de Junts, los velos integrales funcionan ""como un instrumento de invisibilización"" de las mujeres en los espacios públicos, proyectando un mensaje ""incompatible"" con la idea de igualdad, pues convierten a la mujer en ""una presencia negada o condicionada"".

Por ello, plantea prohibir los elementos que cubran el rostro, pero quedan excluidos los que sean necesarios por motivos de salud o los recogidos en la normativa de riesgos laborales. Fuentes de Junts sostienen que ""es una ley calcada a la de otros países europeos"" y añaden que ""poco hay que negociar"".

Las mismas fuentes precisan, además, que en esta ley no se proponen sanciones porque incumprirla ya estaría tipificado como desobediencia.

Desde Vox, la portavoz parlamentaria, Pepa Millán, ha considerado que si Junts vota en contra es porque ""está a favor de la islamización de Cataluña"". ""Esto se lo tendrán que explicar a los catalanes que están sufriendo esa sustitución poblacional con la que tanto orgullo alardeaban en Podemos, que querían llevar a cabo"", ha afirmado en una rueda de prensa en la Cámara Baja.

Para Millán, Junts es el ""colaborador necesario"" para la teoría del reemplazo en Cataluña y ha advertido que se trata de una región que ""ya de por sí sufre las secuelas y las consecuencias de ese multiculturalismo impuesto por el PSOE"". ""Nosotros estamos en contra y no hacemos las cosas porque vayan a dar los números"", ha subrayado.

Además, ha rechazado que la propuesta de la formación independentista catalana sea ""coincidente"" con la de Vox porque entonces votaría a favor, y ha considerado que los de Carles Puigdemont ""se mueven en el cálculo electoral"".

#congreso #burka #niqab #pleno #pp #vox #junts #ultimahora #news #LiveNews #StreamingNews #envivo #españa #noticiasenespañol #noticias 

👉👉 Más noticias: https://www.rtve.es/noticias

➤SUSCRÍBETE a RTVE Noticias en YouTube: https://bit.ly/2WtyvUx
✔️Síguenos en Instagram: https://www.instagram.com/rtvenoticias/ 
✔️Síguenos en Twitter: https://twitter.com/rtvenoticias
✔️Síguenos en Facebook: https://www.facebook.com/RTVENoticias/","No quiero 
Escuchar en el 8 M   despues de esto
Ni un alegato feminista de la izquierda
Me habeis oido?
Por lo menos tened dignidad 
Y ese dia
Encerraros en casa",prohibición burka espacios públicos,Castellano,Youtube,-1,prohibición burka espacios públicos,2,1,-1,-1,0
23C6CECDD0E1D724,2026-02-17,"El CONGRESO RECHAZA la PROHIBICIÓN del BURKA, que solo ha RECIBIDO el APOYO de PP y VOX | RTVE","Vox y PP han sido las únicas formaciones que han votado a favor este martes en el Congreso para prohibir el burka y el uso del velo en espacios públicos. La proposición de ley la ha traído la ultraderecha a la Cámara Baja y se ha encontrado con un gran rechazo en el hemiciclo, incluido Junts per Catalunya, que ha presentado su propia propuesta al respecto. En total, la norma ha recabado el apoyo de 170 votos (PP y Vox), 177 votos en contra y una abstención.

Fuentes de Junts han explicado que ""nunca"" han votado a favor de una propuesta de Vox en el Congreso porque esta formación es un ""partido político anticatalán, antifeminista y contra los derechos humanos y que ha liderado la represión contra Cataluña"". Además, ha señalado que la iniciativa de los de Santiago Abascal no pasaría ""ni un solo filtro europeo"" porque, ha afirmado, ""está muy mal hecha"".

""El posicionamiento de Junts es clarísimo: Ni burka, ni Vox"", ha dicho la portavoz de Junts, Míriam Nogueras, desde la tribuna del Congreso. ""La ley de Vox no pasa ni un solo filtro europeo, por lo tanto, no se podría aplicar. En cambio, la ley de Junts, la que hemos registrado, prohíbe el burka, prohíbe los velos integrales en general, responde a los valores que tenemos en Cataluña y también pasa los filtros europeos"", ha insistido Nogueras. La norma también se ha registrado en el Senado.

El proyecto de ley registrado por Junts cuenta con un único artículo y defiende también la prohibición del burka y del uso del velo islámico o niqab en espacios públicos, en la misma línea de otra iniciativa que defendieron en el Parlament, pero fue tumbado por ""Vox, Podemos y PP"".

Según consta en la proposición de ley de Junts, los velos integrales funcionan ""como un instrumento de invisibilización"" de las mujeres en los espacios públicos, proyectando un mensaje ""incompatible"" con la idea de igualdad, pues convierten a la mujer en ""una presencia negada o condicionada"".

Por ello, plantea prohibir los elementos que cubran el rostro, pero quedan excluidos los que sean necesarios por motivos de salud o los recogidos en la normativa de riesgos laborales. Fuentes de Junts sostienen que ""es una ley calcada a la de otros países europeos"" y añaden que ""poco hay que negociar"".

Las mismas fuentes precisan, además, que en esta ley no se proponen sanciones porque incumprirla ya estaría tipificado como desobediencia.

Desde Vox, la portavoz parlamentaria, Pepa Millán, ha considerado que si Junts vota en contra es porque ""está a favor de la islamización de Cataluña"". ""Esto se lo tendrán que explicar a los catalanes que están sufriendo esa sustitución poblacional con la que tanto orgullo alardeaban en Podemos, que querían llevar a cabo"", ha afirmado en una rueda de prensa en la Cámara Baja.

Para Millán, Junts es el ""colaborador necesario"" para la teoría del reemplazo en Cataluña y ha advertido que se trata de una región que ""ya de por sí sufre las secuelas y las consecuencias de ese multiculturalismo impuesto por el PSOE"". ""Nosotros estamos en contra y no hacemos las cosas porque vayan a dar los números"", ha subrayado.

Además, ha rechazado que la propuesta de la formación independentista catalana sea ""coincidente"" con la de Vox porque entonces votaría a favor, y ha considerado que los de Carles Puigdemont ""se mueven en el cálculo electoral"".

#congreso #burka #niqab #pleno #pp #vox #junts #ultimahora #news #LiveNews #StreamingNews #envivo #españa #noticiasenespañol #noticias 

👉👉 Más noticias: https://www.rtve.es/noticias

➤SUSCRÍBETE a RTVE Noticias en YouTube: https://bit.ly/2WtyvUx
✔️Síguenos en Instagram: https://www.instagram.com/rtvenoticias/ 
✔️Síguenos en Twitter: https://twitter.com/rtvenoticias
✔️Síguenos en Facebook: https://www.facebook.com/RTVENoticias/","Pues como mujer le doy las gracias a vox
Por intentarlo y tomo nota del resto miserable que han votado no.",prohibición burka espacios públicos,Castellano,Youtube,-1,prohibición burka espacios públicos,1,1,1,1,0
47944A40A681D608,2026-02-17,"El CONGRESO RECHAZA la PROHIBICIÓN del BURKA, que solo ha RECIBIDO el APOYO de PP y VOX | RTVE","Vox y PP han sido las únicas formaciones que han votado a favor este martes en el Congreso para prohibir el burka y el uso del velo en espacios públicos. La proposición de ley la ha traído la ultraderecha a la Cámara Baja y se ha encontrado con un gran rechazo en el hemiciclo, incluido Junts per Catalunya, que ha presentado su propia propuesta al respecto. En total, la norma ha recabado el apoyo de 170 votos (PP y Vox), 177 votos en contra y una abstención.

Fuentes de Junts han explicado que ""nunca"" han votado a favor de una propuesta de Vox en el Congreso porque esta formación es un ""partido político anticatalán, antifeminista y contra los derechos humanos y que ha liderado la represión contra Cataluña"". Además, ha señalado que la iniciativa de los de Santiago Abascal no pasaría ""ni un solo filtro europeo"" porque, ha afirmado, ""está muy mal hecha"".

""El posicionamiento de Junts es clarísimo: Ni burka, ni Vox"", ha dicho la portavoz de Junts, Míriam Nogueras, desde la tribuna del Congreso. ""La ley de Vox no pasa ni un solo filtro europeo, por lo tanto, no se podría aplicar. En cambio, la ley de Junts, la que hemos registrado, prohíbe el burka, prohíbe los velos integrales en general, responde a los valores que tenemos en Cataluña y también pasa los filtros europeos"", ha insistido Nogueras. La norma también se ha registrado en el Senado.

El proyecto de ley registrado por Junts cuenta con un único artículo y defiende también la prohibición del burka y del uso del velo islámico o niqab en espacios públicos, en la misma línea de otra iniciativa que defendieron en el Parlament, pero fue tumbado por ""Vox, Podemos y PP"".

Según consta en la proposición de ley de Junts, los velos integrales funcionan ""como un instrumento de invisibilización"" de las mujeres en los espacios públicos, proyectando un mensaje ""incompatible"" con la idea de igualdad, pues convierten a la mujer en ""una presencia negada o condicionada"".

Por ello, plantea prohibir los elementos que cubran el rostro, pero quedan excluidos los que sean necesarios por motivos de salud o los recogidos en la normativa de riesgos laborales. Fuentes de Junts sostienen que ""es una ley calcada a la de otros países europeos"" y añaden que ""poco hay que negociar"".

Las mismas fuentes precisan, además, que en esta ley no se proponen sanciones porque incumprirla ya estaría tipificado como desobediencia.

Desde Vox, la portavoz parlamentaria, Pepa Millán, ha considerado que si Junts vota en contra es porque ""está a favor de la islamización de Cataluña"". ""Esto se lo tendrán que explicar a los catalanes que están sufriendo esa sustitución poblacional con la que tanto orgullo alardeaban en Podemos, que querían llevar a cabo"", ha afirmado en una rueda de prensa en la Cámara Baja.

Para Millán, Junts es el ""colaborador necesario"" para la teoría del reemplazo en Cataluña y ha advertido que se trata de una región que ""ya de por sí sufre las secuelas y las consecuencias de ese multiculturalismo impuesto por el PSOE"". ""Nosotros estamos en contra y no hacemos las cosas porque vayan a dar los números"", ha subrayado.

Además, ha rechazado que la propuesta de la formación independentista catalana sea ""coincidente"" con la de Vox porque entonces votaría a favor, y ha considerado que los de Carles Puigdemont ""se mueven en el cálculo electoral"".

#congreso #burka #niqab #pleno #pp #vox #junts #ultimahora #news #LiveNews #StreamingNews #envivo #españa #noticiasenespañol #noticias 

👉👉 Más noticias: https://www.rtve.es/noticias

➤SUSCRÍBETE a RTVE Noticias en YouTube: https://bit.ly/2WtyvUx
✔️Síguenos en Instagram: https://www.instagram.com/rtvenoticias/ 
✔️Síguenos en Twitter: https://twitter.com/rtvenoticias
✔️Síguenos en Facebook: https://www.facebook.com/RTVENoticias/","Supongo que las siguientes serán las monjas, no?
Hay muchas más.",prohibición burka espacios públicos,Castellano,Youtube,-1,prohibición burka espacios públicos,2,0,0,0,1
